medium,sample,bytes,seconds,decimal_MB_per_second,succeeded
ssd,1,3136788994,2.6548736999998255,1181.5209868553093,True
ssd,2,3136788994,2.489555499999824,1259.979540122814,True
ssd,3,3136788994,2.7144113000003927,1155.6056350043732,True
hdd,1,3136788994,42.44370690000005,73.90468983754094,True
hdd,2,3136788994,41.9144253000004,74.83793399405073,True
hdd,3,3136788994,41.90628599999991,74.85246948393392,True
