utc,monotonic_seconds,disk,read_bytes_per_second,write_bytes_per_second,idle_percent,active_percent,raw_disk_time_percent,queue_length,cpu_percent
2026-09-13T01:41:28.4966181Z,185.72289479999998,1 D: C:,0,41466726,96,4,7,0,29
2026-09-13T01:41:31.0685755Z,188.29476169999998,0 E:,0,381398,15,85,1,0,16
2026-09-13T01:41:31.0685755Z,188.29476169999998,1 D: C:,0,47674,99,1,0,2,16
2026-09-13T01:41:33.6477207Z,190.8743619,0 E:,0,373464,1,99,2,1,24
2026-09-13T01:41:33.6477207Z,190.8743619,1 D: C:,0,0,100,0,0,0,24
2026-09-13T01:41:36.2335140Z,193.4592922,0 E:,0,545651,2,98,1,1,28
2026-09-13T01:41:36.2335140Z,193.4592922,1 D: C:,0,272825,0,100,305,3,28
2026-09-13T01:41:38.8061995Z,196.0322464,0 E:,0,727533,6,94,1,1,32
2026-09-13T01:41:38.8061995Z,196.0322464,1 D: C:,0,48502,99,1,0,0,32
2026-09-13T01:41:41.4000364Z,198.62574859999998,0 E:,0,480031,2,98,22,1,19
2026-09-13T01:41:41.4000364Z,198.62574859999998,1 D: C:,0,325182,95,5,4,0,19
2026-09-13T01:41:43.9823551Z,201.20808029999998,0 E:,0,479293,2,98,1,1,34
2026-09-13T01:41:43.9823551Z,201.20808029999998,1 D: C:,0,108227,99,1,0,0,34
2026-09-13T01:41:46.6001338Z,203.8266555,0 E:,0,561693,4,96,1,1,24
2026-09-13T01:41:46.6001338Z,203.8266555,1 D: C:,818467,160483,93,7,6,0,24
2026-09-13T01:41:49.1906430Z,206.41669349999998,0 E:,0,1919583,24,76,1,1,25
2026-09-13T01:41:49.1906430Z,206.41669349999998,1 D: C:,0,78671,99,1,0,0,25
2026-09-13T01:41:51.8027627Z,209.0291752,0 E:,0,456443,9,91,1,1,13
2026-09-13T01:41:51.8027627Z,209.0291752,1 D: C:,0,40308671,98,2,2,0,13
2026-09-13T01:41:54.3709639Z,211.59725939999998,0 E:,0,814184,8,92,1,1,29
2026-09-13T01:41:54.3709639Z,211.59725939999998,1 D: C:,0,37517612,98,2,2,0,29
2026-09-13T01:41:56.9652936Z,214.1913459,0 E:,0,662461,2,98,1,1,34
2026-09-13T01:41:56.9652936Z,214.1913459,1 D: C:,63091,757099,98,2,0,0,34
2026-09-13T01:41:59.5399787Z,216.76592829999998,0 E:,0,595677,19,81,1,1,19
2026-09-13T01:41:59.5399787Z,216.76592829999998,1 D: C:,846489,501623,97,3,3,0,19
2026-09-13T01:42:02.1531558Z,219.3795956,0 E:,0,784315,8,92,1,1,21
2026-09-13T01:42:02.1531558Z,219.3795956,1 D: C:,0,78431,98,2,1,0,21
2026-09-13T01:42:04.7644825Z,221.9905332,0 E:,0,299744,2,98,1,1,18
2026-09-13T01:42:04.7644825Z,221.9905332,1 D: C:,0,0,99,1,0,0,18
2026-09-13T01:42:07.3424640Z,224.5685533,0 E:,0,480480,2,98,2,1,24
2026-09-13T01:42:07.3424640Z,224.5685533,1 D: C:,0,128128,99,1,0,0,24
2026-09-13T01:42:09.9199270Z,227.145704,0 E:,0,488347,2,98,1,1,30
2026-09-13T01:42:09.9199270Z,227.145704,1 D: C:,0,330816,99,1,0,0,30
2026-09-13T01:42:12.4907506Z,229.7167041,0 E:,0,725197,6,94,1,1,16
2026-09-13T01:42:12.4907506Z,229.7167041,1 D: C:,504485,0,98,2,1,0,16
2026-09-13T01:42:15.0563031Z,232.282356,0 E:,0,0,100,0,0,0,18
2026-09-13T01:42:15.0563031Z,232.282356,1 D: C:,0,1305155,99,1,0,0,18
